id,webTitle,sectionName,webUrl,text,publicationDate,sentiment,subjectivity
world/2001/feb/06/russia.iantraynor1,Metro bomb at rush hour shakes Moscow,World news,https://www.theguardian.com/world/2001/feb/06/russia.iantraynor1,"A rush-hour explosion in one of Moscow's busiest metro stations injured at least nine people last night, the police said. The blast caused panic and brought back memories of the bomb in a city centre underpass which killed 12 people and maimed scores last summer, and of a string of explosions the previous summer which killed 300 people in various parts of Russia. Last night's bomb at the Belorusskaya (White Russian) station exploded in a passage between two underground lines. The police said that about 200g of TNT was left in a shop ping bag on a bench in the passage. The state television channel RTR, which broadly speaks for the Kremlin, said: ""In all likelihood this was a terrorist act."" Fire engines, ambulances and teams of police and secret service agents rushed to the scene after the explosion occurred, just before 7pm. The Moscow ambulance service said seven of the nine, two of them children, were taken to hospital but their injuries were not life-threatening. The station was particularly crowded at the time because Moscow is currently snowbound, with temperatures of minus 15°C, encouraging people to use public transport.",2001-02-06T01:00:53Z,"{'polarity': -0.06319444444444444, 'subjectivity': 0.1766203703703704}",0.1766203703703704
world/2001/mar/16/saudiarabia,Briton feared hurt after bomb in Saudi capital,World news,https://www.theguardian.com/world/2001/mar/16/saudiarabia,"Two men, one of them believed to be a Briton, were injured in an explosion outside a bookshop in the centre of the Saudi capital, Riyadh, last night, raising fears of a concerted bombing campaign targeting foreign workers in the Gulf kingdom. Saudi police said one victim was a 47-year-old Scotsman; the Foreign Office agreed it was possible he was British. Earlier reports had suggested the injured European came from the Netherlands. The other victim was described as either Egyptian or Sudanese; neither was seriously hurt. The two men were taken to the private al-Hammadi hospital but later released. The blast, caused by a device hidden in a bin outside the al- Jareer bookshop, was the fourth involving overseas workers in Saudi Arabia since November. The explosion smashed windows but did not cause widespread damage. The building also houses the newspaper al-Hayat. Struc tural damage was minor. Saudi security forces briefly sealed off the area of the blast, diverting traffic to side streets. Two bombings in Riyadh between November 17 and December 15 killed a Briton and injured four others. A third blast, in Khobar in eastern Saudi Arabia, injured one person. Abdullah al-Shahrani, the city's police chief, last night said his officers were investigating the latest bombing but did not immediately link it to the other explosions. Shortly before Christmas, three foreigners working in Saudi Arabia - a Briton, a Belgian and a Canadian - were arrested. They remain in custody. The three appeared on Saudi state television last month and confessed to carrying out the bombings. Alexander Mitchell, chief anaesthetics technician at a hospital in Riyadh admitted planting the car-bomb which killed another Briton, Christopher Rodway. Five other Britons are being held for alleged alcohol offences. If convicted, Mr Mitchell could face the death sentence. The latest bombing may cast fresh doubts on official Saudi claims that the bombings are the work of foreigners. Saudi newspapers have linked the Riyadh bombings to turf wars between westerners fighting over the profits of multi-mil lion pound illicit drinking clubs. Selling or trading in alcohol is banned in the conservative muslim kingdom. Amnesty International urged Prince Charles to raise the issue of whether the detained men can expect a fair trial when he visited Saudi Arabia last month. ""We hope he will use his influence and raise with his Saudi hosts issues such as torture and unfair and secretive trials, particularly in the light of the current detention of a British national,"" an Amnesty spokesman said. Last month the Foreign Office said it was worried about the situation of the detained Britons but insisted: ""Through our ambassador Britain is taking every opportunity to raise these cases at the highest level."" The Saudi interior minister, Prince Nayef bin Abdel Aziz, has revealed that another Briton with links to Mitchell, Gary Dixon, 55, had been arrested in the United Arab Emirates. Dixon fled to Dubai after being arrested last April on suspicion of illegal manufacturing and distribution of alcohol. Prince Nayef said he expected that Mr Dixon would be handed to the Saudi authorities soon. The prince added that the investigation was continuing and that it was premature for Mr Mitchell to hire a lawyer.",2001-03-16T02:38:26Z,"{'polarity': -0.010740740740740745, 'subjectivity': 0.28759259259259257}",0.28759259259259257
world/2001/mar/05/thailand,"Bomb was meant for me, says Thai prime minister",World news,https://www.theguardian.com/world/2001/mar/05/thailand,"The new prime minister of Thailand, Thaksin Shinawatra, said yesterday that an explosion on Saturday on a Thai Airways jet at Bangkok's Don Muang airport minutes before he was due to board it was probably an assassination attempt and an inside job. Mr Sinawatra was in a nearby VIP lounge when the explosion occurred in the front section of the Boeing 737-400 near where he was scheduled to sit. One member of the cabin crew was killed. The prime minister's life was thought to have been saved by a half-hour departure delay. ""It is clear now that it [the explosion] was not caused by the engine, but involved explosives,"" he said in the northern city of Chiang Mai, where he eventually arrived by military plane. ""This is an attempt to hurt somebody. I don't know whether I was the target or somebody else but, as far as I know, there were no other important people on the flight."" Mr Shinawatra refused to speculate about who might have been responsible for the blast, but one of his security advisers, Police General Prasarn Wongwai, said the billionaire telecoms tycoon had his suspicions. ""I have already talked to the prime minister and he seems to have a clue who did it. But he wouldn't want to talk too much because it might pressure the investigation officials."" Thailand's air investigation agency, which is leading the investigation, has yet to comment officially on what caused the explosion. But, as the engines were not switched on at the time of the explosion, a mechanical malfunction is expected to be ruled out. Thailand is no stranger to coup attempts, but no prime minister in this constitutional monarchy has faced an assassination attempt. Last night Mr Shinawatra suggested that someone close to him must have been involved in the explosion; he had originally planned to go to Chiang Mai yesterday but told his secretary on Friday to change the flight to Saturday afternoon. ""If I was a target of the explosion, the one who placed the bomb should have had access to my schedule,"" he said. Local media are speculating that the most likely perpetrator is someone with links to the extremely lucrative drugs trade in the Golden Triangle, the region where Thailand, Burma and Laos meet. Mr Shinawatra made repeated promises during the election campaign to crack down hard on drug traffickers, particularly drug lords in Burma moving their wares through Thailand. He reiterated that promise yesterday, vowing to eradicate the ""rampant"" drugs trade that is blighting the region. The manifest showed that 149 passengers, including the prime minister and his son, were booked to be on flight TG114 to Chiang Mai. Mr Shinawatra's Thai Rak Thai (Thai Love Thai) party swept to power largely on the back of the leader's personal popularity, bolstered by campaign promises of tens of thousands of pounds for every village, and tax cuts. Despite his party's landslide victory the prime minister might be out of office in a couple of months if a corruption indictment against him is upheld by the constitutional court. He is accused of hiding assets while serving in a previous administration. His defence could include the fact thatthat Thais knew of the scandal well before polling day but still voted for him in record numbers.",2001-03-05T03:01:14Z,"{'polarity': 0.07646168315811173, 'subjectivity': 0.4362025870954443}",0.4362025870954443
world/2001/mar/13/iraq.usa1,Bomb mishap,World news,https://www.theguardian.com/world/2001/mar/13/iraq.usa1,"Yesterday's bombing accident in Kuwait is the latest in what appears to be a worsening series of US military mishaps which the new Bush administration has said are a legacy of declining readiness and morale left over from the Clinton years. Over the course of last year's presidential campaign, George Bush portrayed the armed forces as being at the end of their tether, underpaid, overstretched and no longer able to fight two wars simultaneously - the Pentagon's benchmark of military strength. However, a closer examination of recent accidents show no clear pattern. It was too early yesterday to judge whether the Navy F-18 Hornet which dropped a 500lb bomb on a group of military observers did so because of pilot error or a malfunction. A military inquiry was immediately launched. The accident is unlikely to be the result of a lack of experience. Operation Southern Watch, in which US and British planes patrol the no-fly zones over southern Iraq, has been going on for almost a decade. The al-Udairi range in northern Kuwait has been in use for almost as long. The last major military accident, involving a collision in February between a US submarine, the USS Greeneville, and a Japanese fisheries training vessel, the Ehime Maru, in which nine people were killed, is still the subject of an inquiry. It seems likely that the presence of 16 civilians on board played a role in the miscalculations of the crew, who were performing a rapid surfacing manoeuvre for the benefit of their visitors. The presence of civilians on military operations like the Greeneville's is arguably a result of a squeeze on military funds, in which each armed service must compete for popular support. But arguably, that has always been true. The US navy may have simply gone too far on this occasion. The other major accidents in recent years have involved the ill-fated and expensive MV-22 Osprey which, in a string of crashes, has cost the lives of more than 30 servicemen. A government report published last week suggested that those crashes were a result of over-eagerness on the part of the different armed services to commission the helicopter-plane hybrid before it was fully tested, in order to secure a $40 billion share of the Pentagon budget for new projects. In fact, far from being overstretched, some critics of the Pentagon believe it has become too complacent and set in its cold war ways to adjust to the requirements of a century in which the principal dangers are terrorists and ""brush-fire"" wars in which US soldiers have been called on to keep the peace. Writing in the Los Angeles Times last week, Lawrence Korb, a senior Pentagon official in the Reagan years, argued that peacekeeping was not overstretching the US military. In fact, he said, such operations only took up 2% of the military budget. ""The military does not need to be rebuilt; it needs to be transformed,"" Mr Korb wrote. ""In the 1990s, the Pentagon invested more than a trillion dollars in developing and procuring new weapons. But much of it was wasted on cold war relics - $200m fighter planes, $6bn aircraft carriers, $2bn submarines, $400m artillery pieces-that will be of little use in the conflicts of the 21st century."" A history of tragic military blunders February 9 2001 A US navy submarine sank a Japanese fisheries training vessel by colliding with it, killing people on board. The USS Greeneville, a 109-metre attack submarine based at Pearl Harbour, which was carrying 16 civilians, hit the Japanese ship as it surfaced. December 9 1999 A Sea Knight helicopter on a training flight crashed 15 miles off the Californian coast at San Diego, killing seven marines from Miramar naval air station. April 10 1999 : Two marine jets dropped bombs on a lookout post at the Vieques training ground in Puerto Rico. One civilian was killed. Four others were injured, three of them civilians. February 3 1998 Twenty people were killed when a marine corps EA-6B Prowler jet on a training mission cut ski lift cables at the Italian resort of Cavalese, sending a gondola full of skiers plunging into the valley. October 2 1992 The USS Saratoga accidentally fired at a Turkish destroyer during a Nato training exercise in the Aegean Sea, killing five men and injuring 18 others. July 31 1988 The cruiser Vincennes, stationed in the Gulf, shot down Iran Air Flight 655, killing all 290 people on board.The commander of the ship ordered a missile attack on the airbus after he was told that it was descending toward the cruiser at the speed of a fighter jet.",2001-03-13T02:22:37Z,"{'polarity': -0.013502084335417667, 'subjectivity': 0.3435397054444673}",0.3435397054444673
world/2001/apr/14/chechnya.russia,Moscow's No 2 in Chechnya killed by bomb in TV studio,World news,https://www.theguardian.com/world/2001/apr/14/chechnya.russia,"The fragile pro-Kremlin administration in Chechnya suffered a new blow yesterday with the assassination of its deputy leader in a bomb attack on a local television studio. Adam Deniyev was fatally injured when a bomb exploded in the studio where he was broadcasting a live reading from the Koran on Thursday evening. He died later from head injuries. The attack took place in his home town of Avtury, in a region of Chechnya south-east of Grozny ostensibly under Russian control - demonstrating again the weakness of Russia's grip on the region. Mr Deniyev is the most powerful pro-Moscow official in Chechnya to have been assassinated during the course of the war. Chechen rebels claim to have compiled a death list containing all the names of officials in Chechnya appointed by the Russian government. Any Chechen who agrees to work for the Russian-imposed local government is viewed as a traitor by separatist fighters and is vulnerable to attack. Several have already been killed. The murdered administrator was appointed by the Kremlin to help restore stability to the separatist republic, shattered by two devastating wars over the past decade. Akhmad Kadyrov, his direct superior and head of the pro-Moscow administration, immediately blamed the Chechen rebel leader Aslan Maskhadov for the killing. Mr Kadyrov, who has survived several assassination attempts, claimed that both he and Mr Deniyev had received threats from Mr Maskhadov. ""This is another act of terrorism. They have killed somebody who was trying by every means possible to restore normal life to Chechnya,"" he said. This attempt to cast the dead official as a blameless agent for the future good of Chechnya was dismissed by Chechen experts in Moscow. Mr Deniyev had himself been accused of murder and was widely believed to be collaborating with the Russian security forces, the FSB. He was named as a suspect in a 1999 US state department report in the murder of six Red Cross nurses. The nurses were discovered shot dead in their beds in Chechnya in 1996. At the time, Russian officials blamed the killings on Chechen rebels, but the murders remained unsolved. Andrei Babitsky, the Radio Liberty reporter who disappeared for a month last year after Russian troops handed him over to Chechen rebels in a bizarre prisoner exchange, said after his release that he had not ended up in rebel hands but been imprisoned in Mr Deniyev's house. The journalist, whose critical coverage of the conflict in Chechnya infuriated the Kremlin, said he was held by pro-Moscow Chechens under Mr Deniyev's orders until international pressure apparently prompted the Russian government to order his release. Mr Maskhadov swiftly denied responsibility for the killing yesterday. ""The Chechen leadership offers its condolences to the FSB, which has lost an important collaborator in Deniyev,"" a spokesman said.",2001-04-14T00:20:10Z,"{'polarity': 0.026223776223776224, 'subjectivity': 0.3178515928515929}",0.3178515928515929
world/2001/jun/21/worlddispatch.michaelellison,Hispanic vote helps ban the bombs,World news,https://www.theguardian.com/world/2001/jun/21/worlddispatch.michaelellison,"It's not quite the same as a triumphant tour of Europe, as if George Bush knew anything about that. But the president looks as though he has effected a diplomatic victory in a borderline foreign land by giving the people of a Caribbean island what was theirs for the taking. CNN transmitted the news the other day that protests against the US navy practice bombing on Vieques - eight miles east of Puerto Rico - were now in the hands of the hardcore. What this meant was that hardly anyone was there. Jackie Jackson, wife of Jesse, was the best that the anti-navy movement could offer this time in the way of a sacrificial trespasser. No Jesse. No Robert Kennedy Jr. No Rev Al Sharpton (the professional troublemaker is serving a harsh 90 days for his incursion during the last round of exercises). Certainly, there was no sign of Ricky Martin, Marc Anthony, Jose Feliciano or Benicio del Toro. The entertainers were among those who had already paid the price of protest: in their case, more than $100,000 (£71,600) for a full-page advertisement in the New York Times. There was to have been a November referendum on Vieques, population 9,400, asking whether the islanders wanted the Navy to carry on bombing as it has done for 60 years, or to have it leave by the spring of 2003. Mr Bush, the nation's first Hispanic president in much the same manner as Bill Clinton was the first black in the White House, decided that the vote would not happen. Instead, the navy would leave by, yes, spring of 2003. This was always going to happen anyway: the people who voted seven months ago to elect a mayor who has been arrested twice for trespassing on navy land were not going to decide this year to allow the military to stay. Mr Bush seems to have knocked the stuffing out of the protest, even if the 150,000 who protested in the Puerto Rican capital of San Juan last year seem not to have noticed that the bombing will continue until the navy does go. Perhaps Vieques will fade back in the mainstream American mind to the position it occupied until two years ago when a stray bomb killed a Puerto Rican security guard: that is to say, no position at all. But then the American mind is not quite what it was, or seemed to be, particularly since the latest census confirmed the evidence of everyone's eyes. There are a lot of Hispanic people about - more than 14% of the US population - at least as many of them as there are black people, and they have votes. There are 3.8m Puerto Ricans in Puerto Rico, 2.8m in the US and 1.2m in New York City. Michael Bloomberg, the born-again Republican running for New York mayor, is learning Spanish. George Pataki, the governor of the state, lets slip no opportunity for a Paz Para Vieques. He would like to be re-elected. Hillary Clinton, a senator representing New York, lives la vida loco too, though, to be fair, she was doing so before the census reported its findings. The navy and Republican defence hawks are not happy. They say that this island, two thirds of its 33,000 acres occupied by the armed forces, is the only place where they can practice air, sea and land assaults at the same time. Too bad. St Kitts and Nevis is considering whether it might like to offer itself as an alternative. It is not always mentioned that the navy has used only dummy bombs since the security guard was killed. Certainly, no one ever asks if a movement such as this could crystallise anywhere else in the world over one terrible death. But Puerto Rico has a strange relationship with the US: it is a commonwealth whose people are US citizens but cannot vote for president while they are in Puerto Rico and are represented in Congress by an observer. Against that, they pay no federal income tax. Several surveys claim that the navy's actions have damaged the health of the islanders - not least that the cancer rate is 27% above that of the Puerto Rican mainland - but agreement among the experts is infuriatingly elusive. Agreement on anything is elusive. A piece in the New Statesman last month simpered that ""the Independistas"", an engine in the protest, ""are a proud and fierce lot."" They may be many things, but a ""lot"" is not one of them. The Puerto Rican Independence party has never approached double figures in polls. Puerto Ricans vote for the status quo every time they are asked. Time magazine tried to suggest that there might have been a darker motive behind the announcement that the navy would go: money. This notion involved a firm that intends to open a resort on the island later this year donating money to the Republican party. The resorts company, it was revealed, is half-owned by the half-brother of a Bush ally in Texas. In fact, the resort was also supposed to open last year and was delayed by a dispute between the company and the builders. Vieques has a drug and Aids problem and a rather heavy police force. The average income is $6,400; in Mississippi, the lowest in the US, it is $20,993. You could blame the navy, and you could also ask what the government of Puerto Rico has been doing about it all these years. Email Michael.Ellison@theguardian.com Other articles More articles by Michael Ellison Related special reports Special report: The US elections Gun violence in America Useful links Miami Herald Florida government NYC.gov New York Times New York Daily News Village Voice TV: Time Warner New York",2001-06-21T13:03:05Z,"{'polarity': 0.06478088121923739, 'subjectivity': 0.3899143094348573}",0.3899143094348573
world/2001/jun/15/usa.michaelellison,"US to halt Vieques bombing, in 2003",World news,https://www.theguardian.com/world/2001/jun/15/usa.michaelellison,"The US nodded to two years of protest yesterday and agreed to stop - eventually - bombing the Puerto Rican island of Vieques, which it has used for military training for 60 years ""My attitude is that the navy ought to find somewhere else to conduct its exercises,"" President George Bush said. ""There's been some harm done in the past. These are our friends and neighbours and they don't want us there."" But it will be nearly two years before the 9,400 residents of Vieques are left alone. Meanwhile, bombing is due to begin again on Monday. Mr Bush is said to favour ending the military exercises because he fears losing the support of Hispanic voters. But he seems to have missed the point. ""We don't want the bombing stopped in 2003, we want it stopped now,"" said Robert Rabin, a spokesman for the Committee for the Rescue and Development of Vieques. ""The demands of the community are immediate and permanent - cessation of all military activity, the removal of all military artefacts and equipment, and the decontamination and return of all lands to the people of Vieques."" Congressman Jose Serrano, from New York, said: ""If they continue the bombing and say they're leaving in 2003, then that's unacceptable, because the people in Puerto Rico and on Vieques and those of us in the 50 states who are involved in this issue, want the bombing to stop immediately."" In many respects the announcement is academic. The navy has already agreed to leave by May 2003, if that is what the islanders vote for in a referendum in November. And that is what people who have elected a mayor arrested twice for trespassing on the bombing range are sure to do. The navy has occupied two-thirds of the Caribbean island for the past 60 years. It calls the range ""the irreplaceable crown jewel of our training"", because it is possible to combine air, land and sea exercises there. More than 180 protesters, including the New York activist the Rev Al Sharpton, the actor Edward James Olmos, and the environmental lawyer Robert F Kennedy Jr, were arrested during the last exercises in April. Mr Sharpton is serving 90 days in jail and has been on hunger strike for two weeks to draw attention to Vieques. The latest round of opposition to the navy started two years ago when stray munitions killed a Puerto Rican security guard. The protesters set up camp on the range and defied the navy to carry on bombing. They were removed a year ago, and training was resumed with dummy munitions. The islanders say they have a cancer rate 27% higher than the Puerto Rican average, suffer from noise damage, and have a higher than average incidence of heart problems.",2001-06-15T00:38:34Z,"{'polarity': 0.04190909090909092, 'subjectivity': 0.34558585858585866}",0.34558585858585866
world/2001/jun/20/4,International news in brief,World news,https://www.theguardian.com/world/2001/jun/20/4,"Chechnya bomb A rebel car bomb attack on a police station in Gudermes yesterday injured 16 Chechen police officers, the Russian interior ministry said. There were two other explosions in the city at the same time but no reports of casualties. Reuters Moscow Blood money A court in Rome has ordered the Italian health ministry to pay damages to 351 haemophiliacs who contracted HIV and hepatitis through contaminated infusions because it had failed to carry out proper inspections of donations. The ruling on Monday did not specify an amount of compensation. AP Rome War generation Sri Lanka's prime minister has appealed to the country to create a war generation by having more babies to swell the ranks of the army and vanquish the separatist Tamil Tiger rebels. Ratnasiri Wickremanayake blamed the 1970s small families policy for the poor response to army recruitment drives. Reuters Colombo Teacher knifed A female attacker slashed at a teacher with a kitchen knife at the gates of a Tokyo school yesterday, less than two weeks after a man stormed a primary school and killed eight children. The teacher's injuries were minor. AP Tokyo",2001-06-20T01:54:29Z,"{'polarity': -0.056547619047619055, 'subjectivity': 0.2380952380952381}",0.2380952380952381
world/2001/may/10/israel1,Romanian workers killed in Gaza bombing,World news,https://www.theguardian.com/world/2001/may/10/israel1,"Two Romanian workers were killed and one was wounded in a powerful roadside bomb explosion on the Gaza Strip today, one day after two Jewish teenagers were found stoned to death in a West Bank cave. This morning's explosion occurred at the border between Gaza and Israel, south of the Kissufim crossing, as the three men were working on the border fence. One worker was killed immediately, while another was seriously injured and died later. In recent years Israel has increasingly employed workers from eastern Europe and the far east, to replace Palestinians who are often unable to reach their jobs in Israel because of security closures. In an apparent response to the explosion, Israeli bulldozers razed Palestinian farmland and a police station near Kissufim, in the fifth incursion into Palestinian territory in two days. Overnight, Israeli troops destroyed four homes and a Palestinian police station in the Rafah refugee camp. 12 Palestinians were hurt. The bodies of the Jewish boys who were stoned to death, 14-year-old Kobi Mandell - a US citizen - and Yossi Ishran, 14, were found in a cave about half a mile from their homes in the Jewish settlement of Tekoa, south-east of Bethlehem. The boys' heads were so badly disfigured that facial identification was impossible, police said. Seven months of violence in the Middle East have claimed the lives of dozens of Palestinian children and at least six Israelis under the age of 18. The high-profile killings this week provoked a new round of recriminations. Mr Sharon said he was revolted by the killings of the Israeli teenagers. ""It was a heinous deed in which children were intentionally attacked,"" he said. Asked whether Mr Arafat was still a potential negotiating partner, Mr Sharon said: ""Anyone who causes the killing of Israeli citizens cannot be a partner"". If violence stopped, Israel would be ready to resume peace talks, he added. Meanwhile Israel army radio has reported that the Israeli government has slashed its five-year funding plan for Jewish settlements from 1.5bn shekels (£264m) to 600m shekels (£106m), in response to US pressure. The Israeli cabinet secretary, Gideon Saar, today said that the Israeli government has not yet decided how much money to allocate, but it would do everything necessary to improve security in the settlements. Related articles 10.05.2001: Israel vows revenge after boys are stoned to death 09.05.2001: Two Israeli boys found bludgeoned to death 09.05.2001: Fear in the dark 08.05.2001: Creditors chase PLO money man 08.05.2001: Baby's killing fuels hatred 08.05.2001: Pope's visit brings Syrian ghost town to life Interactive Map of Israel History of Israel Cartoon 18.04.2001: Martin Rowson on Ariel Sharon Useful links Member countries of the Arab League Palestine Times Jordan Times Israeli government Palestinian national authority",2001-05-10T15:35:48Z,"{'polarity': -0.07001044932079413, 'subjectivity': 0.37084639498432603}",0.37084639498432603
world/2001/mar/25/chechnya.ameliagentleman,Chechen rebels blamed for bombings,World news,https://www.theguardian.com/world/2001/mar/25/chechnya.ameliagentleman,"The Kremlin blamed Chechen rebels yesterday for three near-simultaneous bomb attacks in the South of Russia which left 21 dead and more than 130 wounded. The most devastating car bomb exploded near a crowded outdoor market in Mineralnye Vody - the capital of the Stavropol region, which borders the separatist republic of Chechnya - at around 10am, killing 12 passers-by instantly. The blast destroyed several cars parked near the market entrance, sprayed the busy area with lumps of charred metal and shattered windows in surrounding streets. Badly wounded residents, injured as they went shopping, lay bleeding on the pavement. Hospital staff were struggling to cope with the numbers of casualties. More than 20 were last night said to be in a critical condition. Officials said the bomb had been detonated by remote control and contained bolts and screws to cause extra injuries. A second bomb ripped through a car in the nearby smaller town of Yessentuki, about 18 miles south of the regional capital, at almost the same time; around 16 people were injured. Two Interior Ministry policemen were killed in a third car bomb explosion as they searched a suspect car by the road in the neighbouring Karachayevo-Cherkessia region. One suspect was arrested. Police in Stavropol said they believed the three blasts had been coordinated. In each incident a Zhiguli - a Russian-make estate car - had been loaded with explosives and was detonated at around 10am, officials said. The Russian President, Vladimir Putin, said: 'Once again blood has been shed and once again peaceful civilians have become the victims of cruel terrorist attacks. The most rigorous possible measures will be taken to ensure that the perpetrators of these ignoble killings are found and punished in the shortest possible period of time.' A high-level crisis team - including Russia's chief pros ecutor, Vladimir Ustinov, and the head of the Russian Federal Security Service (the FSB), Nikolai Patrushev - was dispatched to the region by Putin yesterday morning to start investigating the cause of the blasts. But even before the inquiry had been opened several senior Kremlin officials were already publicly blaming Chechen rebels for the attacks. Kremlin spokesman Sergei Yastrzhembsky claimed the attacks bore 'the hallmarks' of a Chechen operation. 'As a rule, Saturday is chosen, cars are driven to places crowded with people and parked near the entrance to a market, and then detonated,' he said. But Mairbek Vachagayev, Chechen President Aslan Maskhadov's representative in Moscow, said the President had categorically denied any Chechen involvement. Vacha-gayev added that Chechens had become a scapegoat, regularly blamed by the government for all blasts that occurred anywhere in Russia. 'That way they don't need to search for anyone,' he said. Last week a court in southern Russia sentenced two men to life imprisonment for an apartment block blast in the Dagestan town of Buinaksk. The court was told that they had been promised $30,000 (£21,000) to complete the job by a Chechen rebel warlord.",2001-03-25T03:54:47Z,"{'polarity': -0.012857142857142855, 'subjectivity': 0.3467216117216117}",0.3467216117216117
world/2001/apr/28/usa.michaelellison,Islanders fail to stop US bombs,World news,https://www.theguardian.com/world/2001/apr/28/usa.michaelellison,"The United States navy resumed its controversial bombing practice on a small Puerto Rican island yesterday, ignoring protesters and a new law against noise pollution passed by the territory's government to try to curtail the bombing. About 200 demonstrators gathered outside the entrance to the shelling range on Vieques, 52 square miles of beaches and green hills off the east coast of Puerto Rico. The navy owns two-thirds of the island, and uses a 900-acre piece at the eastern end as a range for bombing by ships and jets. While the bombs and shells used are dummies, the protesters believe that the loud noise is harming residents' health. A security guard was killed by stray shells in 1999. In the past two days 14 people have been arrested and accused of trespass after breaching security to enter the range. A court ruling in Washington on Thursday cleared the way for the exercises to resume, though the judge noted that the navy had implied to residents that it would hold off bombing until studies were finished into claims that the noise caused heart troubles. 'This is a sad day for Vieques,' said Nelson Lopez Aponte, a priest on the island. But, he said, 'If the Berlin Wall fell, so can the navy ... The rule of God is peace. You can never get peace by bombing.' Protesters say that the navy has damaged the health of the island's 9,300 people - the cancer rate is 27% above that on the Puerto Rican mainland - depleted fish life, stunted tourism and diminished the islanders' self-respect. The US claims that the range is essential. 'Vieques is a superb training range, the best in the entire Atlantic for the uses that the navy and marines put it toward,' said Rear Admiral Craig Quigley. Vieques has been taken up as a cause by celebrity dissidents such as Jesse Jackson and Robert Kennedy Jr. The governor of New York, George Pataki - who has millions of Hispanic voters - was on the island recently to show sympathy. Benicio del Toro, an Oscar-winning Puerto Rican actor, is among the protesters. Puerto Rico's new anti-navy governor, Sila Calderon, also persuaded 11 stars - boxers, baseball players, and singers Ricky Martin and Marc Anthony - to take out full-page ads in prominent US newspapers asking President Bush to stop the bombing. 'It's really the first time that Puerto Rico is standing up to the US,' said Dario Moreno, a political scientist at Florida International University. Puerto Rico exists under the US umbrella as a commonwealth: its people are US citizens who so far have shied away from asking either for independence, or to become a US state (meaning they would have to pay federal taxes). As non-taxpayers they cannot vote in presidential elections, but are largely self-governing. The governor has been accused of breaking a deal her predecessor made with the Clinton presidency, under which the island will vote in November on whether the Navy should stay or go by 2003. The result is not in doubt. Puerto Rico's legislature has denounced the agreement as offering too little, too slowly and some Republicans in Congress are trying to block part of it, the return on May 1 of 8,000 acres to the island and $40m in aid. The Vieques government is broke, unemployment rampant, education poor and health care minimal.",2001-04-28T01:16:22Z,"{'polarity': 0.06675436632333184, 'subjectivity': 0.460363487087625}",0.460363487087625
world/2001/may/29/september11.usa,Men convicted over US embassy bombings,World news,https://www.theguardian.com/world/2001/may/29/september11.usa,"A jury in New York has convicted four men of conspiracy to murder for the 1998 bombings of two US embassies in east Africa that killed 224 people. The convicted men are members of an Islamic militant group led by Saudi-born dissident, Osama bin Laden, who has been indicted in the US as the mastermind behind the bombings. The verdict marks the first US conviction of anyone charged with crimes stemming from bin Laden's activities. Two of the men, Rashed Daoud Al-'Owhali, 24, of Saudi Arabia, and Khalfan Khamis Mohamed, 27, of Tanzania, could face the death penalty when a sentencing hearing begins tomorrow. The other two men, Wadih El-Hage, 40, a naturalised US citizen born in Lebanon, and Mohamed Sadeek Odeh, 36, of Jordan, were found guilty of conspiring to kill American citizens. The jury of seven women and five men deliberated for twelve days before reaching their verdict. They had heard nearly three months of testimony about the twin blasts at the embassies in Nairobi, Kenya, and Dar es Salaam, Tanzania. Some appeared stunned as they viewed photos of the torn and burned bodies, charred cars and smouldering concrete ruins that followed the attacks. The bombs went off almost simultaneously on August 7, 1998, killing 201 Kenyans, 12 Americans and 11 Africans of other nationalities. The jury also heard prosecutors repeatedly invoke the name of bin Laden. They charged that as the kingpin of the al-Qaeda terrorist organisation, he commanded a ragtag army of Islamic extremists who had answered the call to repel the Soviet invasion of Afghanistan. As early as 1989, prosecutors said, bin Laden was taking aim at another superpower - the United States - and by 1998 had issued an edict to kill Americans anywhere they were found. A key government witness, former terrorist Jamal al-Fadl, testified that bin Laden referred to the United States as the ""head of the snake."" The bombings brought an unprecedented worldwide response to terrorism by hundreds of FBI agents and prosecutors. Treating terrorism like organised crime, investigators used informants, turncoat terrorists, telephone bugs and confessions to build the case. More trials are expected. Of 22 people indicted in the bombing, six are in custody. The others are still being sought. Bin Laden is one of the America's most wanted criminals. He is believed to be in Afghanistan and the US government is offering a $5m (£3.5m) reward for information leading to his arrest.",2001-05-29T15:31:12Z,"{'polarity': 0.036124401913875594, 'subjectivity': 0.40725677830940993}",0.40725677830940993
